3.185258285621420625e+14	8.465089982494091779e-13	0.000000000000000000e+00	0.000000000000000000e+00
3.516588838141668125e+14	1.000000000000004019e-12	0.000000000000000000e+00	0.000000000000000000e+00
3.863688421379025000e+14	1.178572423892484608e-12	0.000000000000000000e+00	0.000000000000000000e+00
4.214421273300994375e+14	1.371341910534923387e-12	0.000000000000000000e+00	0.000000000000000000e+00
4.630399351739771875e+14	1.608709893779060432e-12	0.000000000000000000e+00	0.000000000000000000e+00
5.087435917339715000e+14	1.889364667507592904e-12	0.000000000000000000e+00	0.000000000000000000e+00
5.589583585984574375e+14	2.216767110895907368e-12	0.000000000000000000e+00	0.000000000000000000e+00
6.185924458402072500e+14	2.632265370514587892e-12	0.000000000000000000e+00	0.000000000000000000e+00
6.845887679541105000e+14	3.103865073504041606e-12	0.000000000000000000e+00	0.000000000000000000e+00
7.576260983471338750e+14	3.667275619137434552e-12	0.000000000000000000e+00	0.000000000000000000e+00
8.384556273280487500e+14	4.302767019465069717e-12	0.000000000000000000e+00	0.000000000000000000e+00
9.279086881138097500e+14	5.043341009264153024e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.026905307107225750e+15	5.893692963958999376e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.136463666385719500e+15	6.839435258536042945e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.257710575723040500e+15	7.936937831977500567e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.402008104410714000e+15	9.246270597947360482e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.574218419016820000e+15	1.083093605753646077e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.767581530360287750e+15	1.258778720802328119e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.999118666854366250e+15	1.475802834308867024e-11	0.000000000000000000e+00	0.000000000000000000e+00
2.277415897980305500e+15	1.723870839585660470e-11	0.000000000000000000e+00	0.000000000000000000e+00
2.594454875725129000e+15	2.004272718843995400e-11	0.000000000000000000e+00	0.000000000000000000e+00
2.977107722457156000e+15	2.329741266170621206e-11	0.000000000000000000e+00	0.000000000000000000e+00
3.441023440110919500e+15	2.720925176716454217e-11	0.000000000000000000e+00	0.000000000000000000e+00
4.006133032235519000e+15	3.162277660168392317e-11	0.000000000000000000e+00	0.000000000000000000e+00
4.664048981732971000e+15	3.675220504250629995e-11	0.000000000000000000e+00	0.000000000000000000e+00
5.430012615398690000e+15	4.268652110984462057e-11	0.000000000000000000e+00	0.000000000000000000e+00
6.367709297538358000e+15	4.946886928971477308e-11	0.000000000000000000e+00	0.000000000000000000e+00
7.467334713545465000e+15	5.769439229842356401e-11	0.000000000000000000e+00	0.000000000000000000e+00
8.693674070912212000e+15	6.705281330171201427e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.004838892225338800e+16	7.792923354523483339e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.161420581324715000e+16	9.082353065511113326e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.332717024309813600e+16	1.056705860568851955e-10	0.000000000000000000e+00	0.000000000000000000e+00
1.518244508940537200e+16	1.227633768093902663e-10	0.000000000000000000e+00	0.000000000000000000e+00
1.717120758810775400e+16	1.431760726132623206e-10	0.000000000000000000e+00	0.000000000000000000e+00
1.928036733662267600e+16	1.662548377744310092e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.164859767303478000e+16	1.938991525335528198e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.430772054424052000e+16	2.273290087845709634e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.729346662453184800e+16	2.672221596860842229e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.064595542920780400e+16	3.154916389791258229e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.441023440110919600e+16	3.731318730260916260e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.863688421379024800e+16	4.413029616837803365e-10	0.000000000000000000e+00	0.000000000000000000e+00
4.338269842479521600e+16	5.219288891390410470e-10	0.000000000000000000e+00	0.000000000000000000e+00
4.871144661155120800e+16	6.172851509505817429e-10	0.000000000000000000e+00	0.000000000000000000e+00
5.469473124414585600e+16	7.281513514808877291e-10	0.000000000000000000e+00	0.000000000000000000e+00
6.096987490844201600e+16	8.489079740701684381e-10	0.000000000000000000e+00	0.000000000000000000e+00
6.796496777281347200e+16	9.861140020907875612e-10	0.000000000000000000e+00	0.000000000000000000e+00
7.631318519433083200e+16	1.155118443587162319e-09	0.000000000000000000e+00	0.000000000000000000e+00
8.568682404104313600e+16	1.346010919140797935e-09	0.000000000000000000e+00	0.000000000000000000e+00
9.621183804009436800e+16	1.567079730070310318e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.088147155277850560e+17	1.823040098838957272e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.239628078042631520e+17	2.129475288110285914e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.422459245156056960e+17	2.479894459884271042e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.644117734894941120e+17	2.890221810894632612e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.914126561844802880e+17	3.371227038424444889e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.244672778468172480e+17	3.877186986696817964e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.632300278796607680e+17	4.428014701386399109e-09	0.000000000000000000e+00	0.000000000000000000e+00
3.086866301502192640e+17	4.993218452701222575e-09	0.000000000000000000e+00	0.000000000000000000e+00
3.619930309662840960e+17	5.545326547244921171e-09	0.000000000000000000e+00	0.000000000000000000e+00
4.245047944071575680e+17	6.072965440947703230e-09	0.000000000000000000e+00	0.000000000000000000e+00
4.978115738682494720e+17	6.575151718741940382e-09	0.000000000000000000e+00	0.000000000000000000e+00
5.837775364192782080e+17	7.002187142329022833e-09	0.000000000000000000e+00	0.000000000000000000e+00
6.845887679541104640e+17	7.362763554166166512e-09	0.000000000000000000e+00	0.000000000000000000e+00
8.028088646294342400e+17	7.624704905839629451e-09	0.000000000000000000e+00	0.000000000000000000e+00
9.414441242641027840e+17	7.761616010026676713e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.104019995494837248e+18	7.811106345371181251e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.294670728764885760e+18	7.761616010026676713e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.518244508940543488e+18	7.605344324996079428e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.780426743043100160e+18	7.372129124554444941e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.087884638262307584e+18	7.087261689275398127e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.448436746822229504e+18	6.740177422495736534e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.871251789169131520e+18	6.337171683115031062e-09	0.000000000000000000e+00	0.000000000000000000e+00
3.367081811489210368e+18	5.905478065008609011e-09	0.000000000000000000e+00	0.000000000000000000e+00
3.948535606674265600e+18	5.464849564510229905e-09	0.000000000000000000e+00	0.000000000000000000e+00
4.630399351739780096e+18	5.009112268188551659e-09	0.000000000000000000e+00	0.000000000000000000e+00
5.430012615398689792e+18	4.518999841461075501e-09	0.000000000000000000e+00	0.000000000000000000e+00
6.367709297538370560e+18	4.027904187810113743e-09	0.000000000000000000e+00	0.000000000000000000e+00
7.467334713545495552e+18	3.524607686096829310e-09	0.000000000000000000e+00	0.000000000000000000e+00
8.693674070912211968e+18	3.047951816372871172e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.004838892225341030e+19	2.631739597553540267e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.153041301222572442e+19	2.250229016882665401e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.304079245758043955e+19	1.934477867013631847e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.464260842766491443e+19	1.650003319041061089e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.632255948352574874e+19	1.414231583983631512e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.806397889567999181e+19	1.212603765918930298e-09	0.000000000000000000e+00	0.000000000000000000e+00
1.999118666854374195e+19	1.036611357888488579e-09	0.000000000000000000e+00	0.000000000000000000e+00
2.196438651659268096e+19	8.838046359558870800e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.395824085563682406e+19	7.604538701838849058e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.613309069493405696e+19	6.520355203743469484e-10	0.000000000000000000e+00	0.000000000000000000e+00
2.850536620717592986e+19	5.500277681265258731e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.109298904177158144e+19	4.779724159998468718e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.367081811489209958e+19	4.029611320200412206e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.619930309662840832e+19	3.464783586415668899e-10	0.000000000000000000e+00	0.000000000000000000e+00
3.891766277285687296e+19	2.987470625337389618e-10	0.000000000000000000e+00	0.000000000000000000e+00
4.184015564219166720e+19	2.561545203687254909e-10	0.000000000000000000e+00	0.000000000000000000e+00
4.498211093456992666e+19	2.190210365323354828e-10	0.000000000000000000e+00	0.000000000000000000e+00
4.836000901702111232e+19	1.870089312201091864e-10	0.000000000000000000e+00	0.000000000000000000e+00
5.199156783744909312e+19	1.590072783543199407e-10	0.000000000000000000e+00	0.000000000000000000e+00
5.589583585984597197e+19	1.346324650503144233e-10	0.000000000000000000e+00	0.000000000000000000e+00
6.009329197840429056e+19	1.138348667832876568e-10	0.000000000000000000e+00	0.000000000000000000e+00
6.460595293460713472e+19	9.584709342250637563e-11	0.000000000000000000e+00	0.000000000000000000e+00
6.945748880072459059e+19	8.036384895926383612e-11	0.000000000000000000e+00	0.000000000000000000e+00
7.395588634053807309e+19	6.775972892532882841e-11	0.000000000000000000e+00	0.000000000000000000e+00
7.874562151399791002e+19	5.695958305776770383e-11	0.000000000000000000e+00	0.000000000000000000e+00
8.630951977530867712e+19	4.661721945713335240e-11	0.000000000000000000e+00	0.000000000000000000e+00
9.317559747460497408e+19	3.812101447825220104e-11	0.000000000000000000e+00	0.000000000000000000e+00
9.975892992089343590e+19	3.127724238806172741e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.064764759243160781e+20	2.577414162234036311e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.128264442487270441e+20	2.196472187776554631e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.195551074667376476e+20	1.870198273871595733e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.266850499150104330e+20	1.592390562947619100e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.342402027988125123e+20	1.347580307375356781e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.422459245156062659e+20	1.146402288991011623e-11	0.000000000000000000e+00	0.000000000000000000e+00
1.507290857689209569e+20	9.735546240956403170e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.597181597581872005e+20	8.231629785487734135e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.692433177472487916e+20	6.947878684615468255e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.793365303323191542e+20	5.808226210025217391e-12	0.000000000000000000e+00	0.000000000000000000e+00
1.900316747492835328e+20	4.906699638938846624e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.013646485805207060e+20	4.127030246895643040e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.133734902428924969e+20	3.441044455591986299e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.260985066613026652e+20	2.874100990065786433e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.395824085563682652e+20	2.398469557271237188e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.538704538002800640e+20	1.999801280390999746e-12	0.000000000000000000e+00	0.000000000000000000e+00
2.690105993220146463e+20	1.663032780170011528e-12	0.000000000000000000e+00	0.000000000000000000e+00
